Person ID,CKW ID,Gender,District,Education Level,Active Date,CKW Status,CKW Type,Poverty Status,Previous Month's Performance: Start Date,Previous Month's Performance: Searches::Target,Previous Month's Performance: Searches::Total Valid,Previous Month's Performance: Searches::Invalid,Previous Month's Performance: Searches::New System (Updated Daily),Previous Month's Performance: Surveys::Target,Previous Month's Performance: Surveys::Total Valid,Previous Month's Performance: Surveys::Approved,Previous Month's Performance: Surveys::Rejected,Previous Month's Performance: Surveys::Pending,Previous Month's Performance: Surveys::Not Reviewed
Person-041287,CKW-11-007528,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,195,20,195,,0,0,0,0,0
Person-041271,CKW-11-007548,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,99,24,99,,0,0,0,0,0
Person-041285,CKW-11-007526,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,54,0,54,,0,0,0,0,0
Person-041284,CKW-11-007525,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,68,17,68,,0,0,0,0,0
Person-041225,CKW-11-007503,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,249,77,249,,0,0,0,0,0
Person-041209,CKW-11-007500,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-041208,CKW-11-007499,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,45,50,45,,0,0,0,0,0
Person-041210,CKW-11-007501,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,34,61,34,,0,0,0,0,0
Person-041261,CKW-11-007521,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041235,CKW-11-007504,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,128,1,128,,0,0,0,0,0
Person-041212,CKW-11-007502,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,86,9,86,,0,0,0,0,0
Person-041290,CKW-11-007531,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,75,4,75,,0,0,0,0,0
Person-041258,CKW-11-007518,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,64,0,64,,7,0,0,0,7
Person-041323,CKW-11-007549,Male,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041370,CKW-11-007550,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,39,0,39,,0,0,0,0,0
Person-029728,CKW-11-004334,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,48,35,48,,5,0,0,0,5
Person-029985,CKW-11-004363,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,52,5,52,,3,0,0,0,3
Person-029997,CKW-11-004366,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-024744,CKW-11-002913,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,50,16,50,,0,0,0,0,0
Person-030050,CKW-11-004372,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,74,9,74,,0,0,0,0,0
Person-030047,CKW-11-004371,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,45,8,45,,0,0,0,0,0
Person-030071,CKW-11-004379,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,134,2,134,,2,0,0,0,2
Person-030045,CKW-11-004369,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,67,125,67,,7,0,0,0,7
Person-030063,CKW-11-004378,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,52,2,52,,1,0,0,0,1
Person-041205,CKW-11-007496,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,82,12,82,,1,0,0,0,1
Person-041253,CKW-11-007515,Male,Mukono,,7/25/11,Active,,Unknown,9/1/11,,107,0,107,,4,0,0,0,4
Person-041243,CKW-11-007508,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,48,27,48,,0,0,0,0,0
Person-041244,CKW-11-007509,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,57,7,57,,1,0,0,0,1
Person-041299,CKW-11-007540,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,68,6,68,,0,0,0,0,0
Person-041301,CKW-11-007542,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041300,CKW-11-007541,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,65,6,65,,0,0,0,0,0
Person-041260,CKW-11-007520,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-030060,CKW-11-004376,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,79,22,79,,0,0,0,0,0
Person-030133,CKW-11-004389,Female,Mukono,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-041291,CKW-11-007532,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-041298,CKW-11-007539,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,56,4,56,,0,0,0,0,0
Person-041297,CKW-11-007538,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,83,6,83,,2,0,0,0,2
Person-041286,CKW-11-007527,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,48,51,48,,0,0,0,0,0
Person-041263,CKW-11-007522,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,150,185,150,,0,0,0,0,0
Person-041256,CKW-11-007516,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,135,14,135,,1,0,0,0,1
Person-041305,CKW-11-007545,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,48,17,48,,0,0,0,0,0
Person-041306,CKW-11-007546,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,71,11,71,,0,0,0,0,0
Person-041308,CKW-11-007547,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,73,13,73,,0,0,0,0,0
Person-041207,CKW-11-007498,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,109,27,109,,3,0,0,0,3
Person-041204,CKW-11-007495,Female,Mukono,,7/25/11,Active,,Unknown,10/1/11,,80,10,80,,10,0,0,0,10
Person-024834,CKW-11-002947,Male,Mukono,,7/25/11,Active,,Unknown,10/1/11,,89,12,89,,0,0,0,0,0
Person-051928,CKW-11-010500,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,75,13,75,,0,0,0,0,0
Person-051842,CKW-11-010472,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,80,7,80,,11,0,0,0,11
Person-052102,CKW-11-010581,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,73,2,73,,1,0,0,0,1
Person-052101,CKW-11-010580,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,166,510,166,,1,0,0,0,1
Person-052926,CKW-11-010744,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,112,33,112,,0,0,0,0,0
Person-052929,CKW-11-010747,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-052904,CKW-11-010740,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,68,43,68,,0,0,0,0,0
Person-052927,CKW-11-010745,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,50,5,50,,0,0,0,0,0
Person-051981,CKW-11-010526,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,65,148,65,,2,0,0,0,2
Person-053447,CKW-11-010951,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,13,0,13,,0,0,0,0,0
Person-052935,CKW-11-010749,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,82,0,82,,0,0,0,0,0
Person-052119,CKW-11-010583,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,110,3,110,,4,0,0,0,4
Person-052099,CKW-11-010578,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,76,110,76,,0,0,0,0,0
Person-052906,CKW-11-010741,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,0,133,0,,1,0,0,0,1
Person-052931,CKW-11-010748,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,76,24,76,,0,0,0,0,0
Person-052916,CKW-11-010742,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,73,4,73,,0,0,0,0,0
Person-052938,CKW-11-010750,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,23,5,23,,0,0,0,0,0
Person-051425,CKW-11-010328,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,59,42,59,,0,0,0,0,0
Person-051461,CKW-11-010337,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,48,9,48,,5,0,0,0,5
Person-051433,CKW-11-010329,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,72,96,72,,0,0,0,0,0
Person-051464,CKW-11-010338,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,66,2,66,,1,0,0,0,1
Person-051447,CKW-11-010333,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,139,22,139,,2,0,0,0,2
Person-051449,CKW-11-010334,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,0,89,0,,0,0,0,0,0
Person-051442,CKW-11-010332,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,65,30,65,,0,0,0,0,0
Person-051468,CKW-11-010339,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,142,5,142,,0,0,0,0,0
Person-051453,CKW-11-010335,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,41,5,41,,0,0,0,0,0
Person-051458,CKW-11-010336,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,51,51,51,,1,0,0,0,1
Person-051440,CKW-11-010331,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,55,1,55,,0,0,0,0,0
Person-051435,CKW-11-010330,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,105,36,105,,2,0,0,0,2
Person-052100,CKW-11-010579,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,58,139,58,,1,0,0,0,1
Person-052114,CKW-11-010582,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,156,5,156,,0,0,0,0,0
Person-052121,CKW-11-010584,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,33,6,33,,0,0,0,0,0
Person-052098,CKW-11-010577,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,74,80,74,,2,0,0,0,2
Person-052123,CKW-11-010586,,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,324,124,324,,1,0,0,0,1
Person-052122,CKW-11-010585,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,10,46,10,,0,0,0,0,0
Person-052124,CKW-11-010587,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,15,1,15,,0,0,0,0,0
Person-051628,CKW-11-010392,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,53,15,53,,0,0,0,0,0
Person-051636,CKW-11-010399,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,1,0,1,,0,0,0,0,0
Person-051648,CKW-11-010407,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,179,34,179,,1,0,0,0,1
Person-051719,CKW-11-010419,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,194,22,194,,0,0,0,0,0
Person-051654,CKW-11-010412,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,52,12,52,,1,0,0,0,1
Person-051634,CKW-11-010397,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,55,5,55,,1,0,0,0,1
Person-051657,CKW-11-010414,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,26,16,26,,0,0,0,0,0
Person-051639,CKW-11-010402,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,90,9,90,,0,0,0,0,0
Person-051632,CKW-11-010395,Male,Luwero Nakaseke,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-051647,CKW-11-010406,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,166,49,166,,2,0,0,0,2
Person-051717,CKW-11-010418,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,31,1,31,,0,0,0,0,0
Person-051635,CKW-11-010398,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,20,4,20,,0,0,0,0,0
Person-051646,CKW-11-010405,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,77,0,77,,1,0,0,0,1
Person-051633,CKW-11-010396,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,173,39,173,,6,0,0,0,6
Person-051640,CKW-11-010403,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,107,23,107,,1,0,0,0,1
Person-051638,CKW-11-010401,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,77,6,77,,1,0,0,0,1
Person-051708,CKW-11-010415,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,68,0,68,,1,0,0,0,1
Person-051722,CKW-11-010421,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,74,120,74,,0,0,0,0,0
Person-051642,CKW-11-010404,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,104,80,104,,0,0,0,0,0
Person-051637,CKW-11-010400,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,70,7,70,,17,0,0,0,17
Person-051630,CKW-11-010393,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,83,38,83,,3,0,0,0,3
Person-051655,CKW-11-010413,Male,Luwero Nakaseke,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-051710,CKW-11-010416,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,30,2,30,,2,0,0,0,2
Person-051631,CKW-11-010394,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,65,60,65,,0,0,0,0,0
Person-051720,CKW-11-010420,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,105,13,105,,1,0,0,0,1
Person-051652,CKW-11-010410,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,55,34,55,,0,0,0,0,0
Person-051711,CKW-11-010417,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-051650,CKW-11-010409,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,83,38,83,,1,0,0,0,1
Person-051653,CKW-11-010411,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,35,36,35,,1,0,0,0,1
Person-051649,CKW-11-010408,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,53,27,53,,0,0,0,0,0
Person-051876,CKW-11-010473,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,74,17,74,,0,0,0,0,0
Person-051878,CKW-11-010474,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,178,29,178,,3,0,0,0,3
Person-052928,CKW-11-010746,Female,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,148,40,148,,0,0,0,0,0
Person-052925,CKW-11-010743,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,47,11,47,,0,0,0,0,0
Person-052900,CKW-11-010739,Male,Luwero Nakaseke,,8/22/11,Active,,Unknown,10/1/11,,0,0,0,,0,0,0,0,0
Person-073718,CKW-11-015829,Male,Kitgum,,,In Training,,Unknown,10/1/11,,15,46,15,,8,0,0,0,8
Person-073736,CKW-11-016117,Male,Kitgum,,,In Training,,Unknown,10/1/11,,72,64,72,,3,0,0,0,3
Person-073752,CKW-11-015842,Male,Kitgum,,,In Training,,Unknown,10/1/11,,78,93,78,,4,0,0,0,4
Person-073740,CKW-11-015835,Male,Kitgum,,,In Training,,Unknown,10/1/11,,3,180,3,,3,0,0,0,3
Person-068012,CKW-11-014626,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,68,37,68,,5,0,0,0,5
Person-067994,CKW-11-014618,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,47,16,47,,1,0,0,0,1
Person-068025,CKW-11-014636,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,190,137,190,,4,0,0,0,4
Person-068013,CKW-11-014627,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,77,3,77,,5,0,0,0,5
Person-067999,CKW-11-014620,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,121,16,121,,4,0,0,0,4
Person-067996,CKW-11-014619,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,194,36,194,,9,0,0,0,9
Person-068006,CKW-11-014625,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,120,10,120,,45,0,0,0,45
Person-068015,CKW-11-014629,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,336,53,336,,4,0,0,0,4
Person-068014,CKW-11-014628,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,98,20,98,,3,0,0,0,3
Person-068024,CKW-11-014635,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-067993,CKW-11-014617,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,89,30,89,,9,0,0,0,9
Person-068000,CKW-11-014621,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,26,7,26,,0,0,0,0,0
Person-068001,CKW-11-014622,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,71,23,71,,3,0,0,0,3
Person-065438,CKW-11-013495,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,134,84,134,,20,0,0,0,20
Person-065446,CKW-11-013501,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,112,0,112,,5,0,0,0,5
Person-065436,CKW-11-013493,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,93,15,93,,4,0,0,0,4
Person-065610,CKW-11-013538,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,284,85,284,,25,0,0,0,25
Person-065434,CKW-11-013492,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,260,7,260,,7,0,0,0,7
Person-065448,CKW-11-013503,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,146,114,146,,1,0,0,0,1
Person-065447,CKW-11-013502,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,204,62,204,,6,0,0,0,6
Person-065441,CKW-11-013497,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,205,41,205,,5,0,0,0,5
Person-065439,CKW-11-013496,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,17,2,17,,3,0,0,0,3
Person-065347,CKW-11-013491,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,75,93,75,,4,0,0,0,4
Person-065442,CKW-11-013498,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,216,40,216,,3,0,0,0,3
Person-065346,CKW-11-013490,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,193,24,193,,5,0,0,0,5
Person-065443,CKW-11-013499,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,368,116,368,,7,0,0,0,7
Person-065444,CKW-11-013500,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,96,0,96,,4,0,0,0,4
Person-068783,CKW-11-014641,Male,Kitgum,,,In Training,,Unknown,10/1/11,,0,27,0,,13,10,5,3,0
Person-072644,CKW-11-015640,Male,Kitgum,,,In Training,,Unknown,10/1/11,,204,89,204,,13,0,0,0,13
Person-068390,CKW-11-014638,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,249,148,249,,12,0,0,0,12
Person-065324,CKW-11-014647,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,67,12,67,,6,0,0,0,6
Person-065328,CKW-11-013483,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-065310,CKW-11-013479,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,93,22,93,,5,0,0,0,5
Person-065309,CKW-11-013478,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,157,22,157,,8,0,0,0,8
Person-065343,CKW-11-013489,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,171,74,171,,3,0,0,0,3
Person-065323,CKW-11-013481,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,193,9,193,,4,0,0,0,4
Person-065307,CKW-11-013477,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,13,25,13,,0,0,0,0,0
Person-065331,CKW-11-013485,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,133,68,133,,7,0,0,0,7
Person-065330,CKW-11-013484,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,185,13,185,,5,0,0,0,5
Person-065336,CKW-11-013486,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,12,2,12,,4,0,0,0,4
Person-068383,CKW-11-014637,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,251,13,251,,8,0,0,0,8
Person-065340,CKW-11-013488,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,94,1,94,,5,0,0,0,5
Person-065313,CKW-11-013480,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,245,42,245,,4,0,0,0,4
Person-065327,CKW-11-013482,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,95,23,95,,4,0,0,0,4
Person-065339,CKW-11-013487,Female,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,33,5,33,,0,0,0,0,0
Person-065437,CKW-11-013494,Male,Kitgum,,10/3/11,Active,,Unknown,10/1/11,,69,31,69,,7,0,0,0,7
Person-073683,CKW-11-015823,Male,Kitgum,,,Dropped,,Unknown,10/1/11,,0,7,0,,1,0,0,0,1
Person-073745,CKW-11-015837,Male,Kitgum,,,In Training,,Unknown,10/1/11,,316,129,316,,8,0,0,0,8
Person-073732,CKW-11-015831,Female,Kitgum,,,In Training,,Unknown,10/1/11,,28,33,28,,7,0,0,0,7
Person-073737,CKW-11-015833,Male,Kitgum,,,In Training,,Unknown,10/1/11,,95,107,95,,8,0,0,0,8
Person-073695,CKW-11-015825,Male,Kitgum,,,In Training,,Unknown,10/1/11,,130,134,130,,10,0,0,0,10
Person-073684,CKW-11-015824,Male,Kitgum,,,In Training,,Unknown,10/1/11,,4,38,4,,8,0,0,0,8
Person-073727,CKW-11-015830,Female,Kitgum,,,In Training,,Unknown,10/1/11,,20,63,20,,5,0,0,0,5
Person-073682,CKW-11-015822,Male,Kitgum,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-073749,CKW-11-015840,Male,Kitgum,,,In Training,,Unknown,10/1/11,,48,53,48,,4,0,0,0,4
Person-073748,CKW-11-015839,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,75,0,,10,0,0,0,10
Person-073747,CKW-11-015838,Female,Kitgum,,,In Training,,Unknown,10/1/11,,3,36,3,,4,0,0,0,4
Person-073739,CKW-11-016118,Male,Kitgum,,,In Training,,Unknown,10/1/11,,22,102,22,,7,0,0,0,7
Person-073743,CKW-11-015836,Male,Kitgum,,,In Training,,Unknown,10/1/11,,69,97,69,,7,0,0,0,7
Person-073753,CKW-11-015843,Male,Kitgum,,,In Training,,Unknown,10/1/11,,60,80,60,,10,0,0,0,10
Person-073716,CKW-11-015828,Female,Kitgum,,,In Training,,Unknown,10/1/11,,8,24,8,,5,0,0,0,5
Person-073751,CKW-11-015841,Female,Kitgum,,,In Training,,Unknown,10/1/11,,0,21,0,,5,0,0,0,5
Person-073697,CKW-11-015826,Female,Kitgum,,,In Training,,Unknown,10/1/11,,74,45,74,,18,0,0,0,18
Person-073681,CKW-11-015821,,Kitgum,,,Dropped,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-073778,CKW-11-015848,Female,Pader,,,In Training,,Unknown,10/1/11,,112,73,112,,9,0,0,0,9
Person-073780,CKW-11-015850,Male,Pader,,,In Training,,Unknown,10/1/11,,47,129,47,,3,0,0,0,3
Person-073759,CKW-11-015846,Male,Pader,,,In Training,,Unknown,10/1/11,,130,102,130,,22,0,0,0,22
Person-068005,CKW-11-014624,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-068003,CKW-11-014623,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,303,38,303,,5,0,0,0,5
Person-068018,CKW-11-014631,Female,Pader,,10/3/11,Active,,Unknown,9/1/11,,7,24,7,,1,0,0,0,1
Person-068019,CKW-11-014632,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,16,2,16,,0,0,0,0,0
Person-068020,CKW-11-014633,Female,Pader,,10/3/11,Active,,Unknown,10/1/11,,25,3,25,,0,0,0,0,0
Person-068017,CKW-11-014630,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,9,1,9,,4,0,0,0,4
Person-068022,CKW-11-014634,Female,Pader,,10/3/11,Active,,Unknown,10/1/11,,81,9,81,,0,0,0,0,0
Person-065775,CKW-11-013615,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,238,3,238,,4,0,0,0,4
Person-065784,CKW-11-013620,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,203,33,203,,3,0,0,0,3
Person-066181,CKW-11-013828,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,241,6,241,,12,0,0,0,12
Person-065776,CKW-11-013616,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,303,1,303,,10,0,0,0,10
Person-065783,CKW-11-013619,Female,Pader,,10/3/11,Active,,Unknown,10/1/11,,19,0,19,,5,0,0,0,5
Person-065780,CKW-11-013618,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,51,6,51,,5,0,0,0,5
Person-065786,CKW-11-013621,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,365,151,365,,1,0,0,0,1
Person-065777,CKW-11-013617,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,441,0,441,,7,0,0,0,7
Person-066132,CKW-11-013827,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,198,41,198,,10,0,0,0,10
Person-065681,CKW-11-013573,Female,Pader,,10/3/11,Active,,Unknown,10/1/11,,294,56,294,,4,0,0,0,4
Person-065774,CKW-11-013614,Male,Pader,,10/3/11,Active,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-072638,CKW-11-015638,Male,Pader,,,In Training,,Unknown,10/1/11,,24,104,24,,6,0,0,0,6
Person-072639,CKW-11-015639,Male,Pader,,,In Training,,Unknown,10/1/11,,8,55,8,,5,0,0,0,5
Person-073779,CKW-11-015849,Male,Pader,,,In Training,,Unknown,10/1/11,,63,263,63,,4,0,0,0,4
Person-073769,CKW-11-015847,Female,Pader,,,In Training,,Unknown,10/1/11,,25,61,25,,6,0,0,0,6
Person-067988,CKW-11-014612,Male,Agago,,10/3/11,Active,,Unknown,10/1/11,,0,0,0,,0,,0,0,0
Person-067989,CKW-11-014613,Male,Agago,,10/3/11,Active,,Unknown,10/1/11,,214,11,214,,8,0,0,0,8
Person-067991,CKW-11-014615,Female,Agago,,10/3/11,Active,,Unknown,10/1/11,,31,140,31,,5,0,0,0,5
